Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
184,Sphere,28.517982924468093,52.8018995517087,30.0,50.0,50.89899841683182,51.0,32.00104522705078,31.0,1000.0,55.0,50.0
185,Sphere,36.3577636229216,71.97211049002229,39.0,72.0,71.83625542442176,71.0,41.70586013793945,44.0,1000.0,75.0,70.0
186,Affine_3to5,2.8285254843612493,3.19938311631114,3.0,3.0,2.5716293696126136,3.0,3.0855658054351807,3.0,1000.0,5.0,3.0
187,Affine,4.488270066626112,5.0,5.0,5.0,4.997302044031826,5.0,5.115832805633545,5.0,1000.0,5.0,5.0
188,Affine,8.193165324657894,9.99475790420151,8.0,10.0,9.638267379586061,10.0,8.40181827545166,9.0,1000.0,10.0,10.0
189,Affine,13.968886248829566,19.143943729197083,14.0,19.0,19.96555395110869,20.0,14.659575462341309,14.0,1000.0,20.0,20.0
190,Nonlinear_4to6,3.8741567362317095,4.147711331771376,4.0,5.0,2.9815682767222063,5.0,3.7796926498413086,4.0,1000.0,6.0,4.0
191,Nonlinear,4.155883153623469,3.438242220521935,4.0,6.0,7.81818688062999,8.0,3.883368968963623,4.0,1000.0,8.0,4.0
192,Nonlinear,6.573267910681905,6.362556928962942,6.0,8.0,11.783455991036387,12.0,5.657506465911865,6.0,1000.0,36.0,6.0
193,Nonlinear,9.17040677191316,10.282422294681034,9.0,11.0,16.01981071821137,16.0,8.173441886901855,8.0,1000.0,64.0,8.0
194,Nonlinear,13.258669623431334,16.614955539963535,13.0,17.0,24.269637160060746,24.0,11.903504371643066,12.0,1000.0,72.0,12.0
195,Spiral,1.813203081843181,1.6778861875484181,1.0,1.0,2.1073739816246198,2.0,0.9790394306182861,1.0,1000.0,3.0,1.0
